date,product_id,product_name,category,stock_on_hand,daily_sold,restock_quantity,stockout
2025-07-08,15,Throw Pillow Set,Home,222,6,0,0
2025-07-08,16,Plant Pot Trio,Home,135,63,0,0
2025-07-09,1,Wireless Headphones,Electronics,151,26,0,0
2025-07-09,2,Smart Watch,Electronics,50,14,0,0
2025-07-09,3,Bluetooth Speaker,Electronics,54,12,0,0
2025-07-09,4,USB-C Hub,Electronics,48,52,0,0
2025-07-09,5,Cotton T-Shirt,Fashion,168,73,140,0
2025-07-09,6,Denim Jacket,Fashion,90,33,86,0
2025-07-09,7,Running Shoes,Fashion,67,27,0,0
2025-07-09,8,Leather Belt,Fashion,133,41,0,0
2025-07-09,9,Yoga Mat,Sports,22,22,0,0
2025-07-09,10,Dumbbell Set,Sports,73,56,0,0
2025-07-09,11,Resistance Bands,Sports,220,58,197,0
2025-07-09,12,Protein Powder 1kg,Sports,162,43,0,0
2025-07-09,13,Ceramic Mug Set,Home,81,48,0,0
2025-07-09,14,LED Desk Lamp,Home,91,76,0,0
2025-07-09,15,Throw Pillow Set,Home,193,29,0,0
2025-07-09,16,Plant Pot Trio,Home,116,19,0,0
2025-07-10,1,Wireless Headphones,Electronics,127,24,0,0
2025-07-10,2,Smart Watch,Electronics,129,14,93,0
2025-07-10,3,Bluetooth Speaker,Electronics,34,20,0,0
2025-07-10,4,USB-C Hub,Electronics,151,37,140,0
2025-07-10,5,Cotton T-Shirt,Fashion,109,59,0,0
2025-07-10,6,Denim Jacket,Fashion,87,3,0,0
2025-07-10,7,Running Shoes,Fashion,145,58,136,0
2025-07-10,8,Leather Belt,Fashion,66,67,0,0
2025-07-10,9,Yoga Mat,Sports,101,19,98,0
2025-07-10,10,Dumbbell Set,Sports,44,29,0,0
2025-07-10,11,Resistance Bands,Sports,152,68,0,0
2025-07-10,12,Protein Powder 1kg,Sports,131,31,0,0
2025-07-10,13,Ceramic Mug Set,Home,226,27,172,0
2025-07-10,14,LED Desk Lamp,Home,70,21,0,0
2025-07-10,15,Throw Pillow Set,Home,174,19,0,0
2025-07-10,16,Plant Pot Trio,Home,67,49,0,0
2025-07-11,1,Wireless Headphones,Electronics,71,56,0,0
2025-07-11,2,Smart Watch,Electronics,112,17,0,0
2025-07-11,3,Bluetooth Speaker,Electronics,170,21,157,0
2025-07-11,4,USB-C Hub,Electronics,141,10,0,0
2025-07-11,5,Cotton T-Shirt,Fashion,95,14,0,0
2025-07-11,6,Denim Jacket,Fashion,77,10,0,0
2025-07-11,7,Running Shoes,Fashion,77,68,0,0
2025-07-11,8,Leather Belt,Fashion,143,47,124,0
2025-07-11,9,Yoga Mat,Sports,33,68,0,0
2025-07-11,10,Dumbbell Set,Sports,130,9,95,0
2025-07-11,11,Resistance Bands,Sports,110,42,0,0
2025-07-11,12,Protein Powder 1kg,Sports,110,21,0,0
2025-07-11,13,Ceramic Mug Set,Home,167,59,0,0
2025-07-11,14,LED Desk Lamp,Home,193,43,166,0
2025-07-11,15,Throw Pillow Set,Home,138,36,0,0
2025-07-11,16,Plant Pot Trio,Home,167,59,159,0
2025-07-12,1,Wireless Headphones,Electronics,228,18,175,0
2025-07-12,2,Smart Watch,Electronics,84,28,0,0
2025-07-12,3,Bluetooth Speaker,Electronics,156,14,0,0
2025-07-12,4,USB-C Hub,Electronics,91,50,0,0
2025-07-12,5,Cotton T-Shirt,Fashion,57,38,0,0
2025-07-12,6,Denim Jacket,Fashion,55,22,0,0
2025-07-12,7,Running Shoes,Fashion,122,47,92,0
2025-07-12,8,Leather Belt,Fashion,85,58,0,0
2025-07-12,9,Yoga Mat,Sports,93,53,93,0
2025-07-12,10,Dumbbell Set,Sports,96,34,0,0
2025-07-12,11,Resistance Bands,Sports,97,114,97,0
2025-07-12,12,Protein Powder 1kg,Sports,66,44,0,0
2025-07-12,13,Ceramic Mug Set,Home,87,80,0,0
2025-07-12,14,LED Desk Lamp,Home,108,85,0,0
2025-07-12,15,Throw Pillow Set,Home,101,37,0,0
2025-07-12,16,Plant Pot Trio,Home,145,22,0,0
2025-07-13,1,Wireless Headphones,Electronics,213,15,0,0
2025-07-13,2,Smart Watch,Electronics,63,21,0,0
2025-07-13,3,Bluetooth Speaker,Electronics,120,36,0,0
2025-07-13,4,USB-C Hub,Electronics,75,16,0,0
2025-07-13,5,Cotton T-Shirt,Fashion,189,39,171,0
2025-07-13,6,Denim Jacket,Fashion,25,30,0,0
2025-07-13,7,Running Shoes,Fashion,88,34,0,0
2025-07-13,8,Leather Belt,Fashion,199,35,149,0
2025-07-13,9,Yoga Mat,Sports,75,18,0,0
2025-07-13,10,Dumbbell Set,Sports,162,82,148,0
2025-07-13,11,Resistance Bands,Sports,71,26,0,0
2025-07-13,12,Protein Powder 1kg,Sports,37,29,0,0
2025-07-13,13,Ceramic Mug Set,Home,240,34,187,0
2025-07-13,14,LED Desk Lamp,Home,160,109,160,0
2025-07-13,15,Throw Pillow Set,Home,66,35,0,0
2025-07-13,16,Plant Pot Trio,Home,95,50,0,0
2025-07-14,1,Wireless Headphones,Electronics,201,12,0,0
2025-07-14,2,Smart Watch,Electronics,53,10,0,0
2025-07-14,3,Bluetooth Speaker,Electronics,92,28,0,0
2025-07-14,4,USB-C Hub,Electronics,67,8,0,0
2025-07-14,5,Cotton T-Shirt,Fashion,172,17,0,0
2025-07-14,6,Denim Jacket,Fashion,141,54,141,0
2025-07-14,7,Running Shoes,Fashion,55,33,0,0
2025-07-14,8,Leather Belt,Fashion,170,29,0,0
2025-07-14,9,Yoga Mat,Sports,22,53,0,0
2025-07-14,10,Dumbbell Set,Sports,136,26,0,0
2025-07-14,11,Resistance Bands,Sports,60,11,0,0
2025-07-14,12,Protein Powder 1kg,Sports,29,8,0,0
2025-07-14,13,Ceramic Mug Set,Home,202,38,0,0
2025-07-14,14,LED Desk Lamp,Home,144,16,0,0
2025-07-14,15,Throw Pillow Set,Home,159,31,124,0
2025-07-14,16,Plant Pot Trio,Home,182,41,128,0
2025-07-15,1,Wireless Headphones,Electronics,181,20,0,0
2025-07-15,2,Smart Watch,Electronics,41,12,0,0
2025-07-15,3,Bluetooth Speaker,Electronics,66,26,0,0
2025-07-15,4,USB-C Hub,Electronics,127,36,96,0
2025-07-15,5,Cotton T-Shirt,Fashion,155,17,0,0
2025-07-15,6,Denim Jacket,Fashion,120,21,0,0
2025-07-15,7,Running Shoes,Fashion,87,51,83,0
2025-07-15,8,Leather Belt,Fashion,128,42,0,0
2025-07-15,9,Yoga Mat,Sports,98,41,98,0
2025-07-15,10,Dumbbell Set,Sports,96,40,0,0
2025-07-15,11,Resistance Bands,Sports,128,20,88,0
2025-07-15,12,Protein Powder 1kg,Sports,95,42,95,0
2025-07-15,13,Ceramic Mug Set,Home,153,49,0,0
2025-07-15,14,LED Desk Lamp,Home,115,29,0,0
2025-07-15,15,Throw Pillow Set,Home,144,15,0,0
2025-07-15,16,Plant Pot Trio,Home,123,59,0,0
2025-07-16,1,Wireless Headphones,Electronics,155,26,0,0
2025-07-16,2,Smart Watch,Electronics,146,18,123,0
2025-07-16,3,Bluetooth Speaker,Electronics,47,19,0,0
2025-07-16,4,USB-C Hub,Electronics,120,7,0,0
2025-07-16,5,Cotton T-Shirt,Fashion,128,27,0,0
2025-07-16,6,Denim Jacket,Fashion,94,26,0,0
2025-07-16,7,Running Shoes,Fashion,212,51,176,0
2025-07-16,8,Leather Belt,Fashion,80,48,0,0
2025-07-16,9,Yoga Mat,Sports,23,75,0,0
2025-07-16,10,Dumbbell Set,Sports,45,51,0,0
2025-07-16,11,Resistance Bands,Sports,91,37,0,0
2025-07-16,12,Protein Powder 1kg,Sports,209,85,199,0
2025-07-16,13,Ceramic Mug Set,Home,127,26,0,0
2025-07-16,14,LED Desk Lamp,Home,90,25,0,0
2025-07-16,15,Throw Pillow Set,Home,96,48,0,0
2025-07-16,16,Plant Pot Trio,Home,90,33,0,0
2025-07-17,1,Wireless Headphones,Electronics,110,45,0,0
2025-07-17,2,Smart Watch,Electronics,109,37,0,0
2025-07-17,3,Bluetooth Speaker,Electronics,44,3,0,0
2025-07-17,4,USB-C Hub,Electronics,99,21,0,0
2025-07-17,5,Cotton T-Shirt,Fashion,116,12,0,0
2025-07-17,6,Denim Jacket,Fashion,83,11,0,0
2025-07-17,7,Running Shoes,Fashion,179,33,0,0
2025-07-17,8,Leather Belt,Fashion,229,50,199,0
2025-07-17,9,Yoga Mat,Sports,130,35,130,0
2025-07-17,10,Dumbbell Set,Sports,138,35,128,0
2025-07-17,11,Resistance Bands,Sports,70,21,0,0
2025-07-17,12,Protein Powder 1kg,Sports,146,63,0,0
2025-07-17,13,Ceramic Mug Set,Home,79,48,0,0
2025-07-17,14,LED Desk Lamp,Home,182,44,136,0
2025-07-17,15,Throw Pillow Set,Home,63,33,0,0
2025-07-17,16,Plant Pot Trio,Home,82,8,0,0
2025-07-18,1,Wireless Headphones,Electronics,86,24,0,0
2025-07-18,2,Smart Watch,Electronics,100,9,0,0
2025-07-18,3,Bluetooth Speaker,Electronics,172,29,157,0
2025-07-18,4,USB-C Hub,Electronics,77,22,0,0
2025-07-18,5,Cotton T-Shirt,Fashion,84,32,0,0
2025-07-18,6,Denim Jacket,Fashion,27,56,0,0
2025-07-18,7,Running Shoes,Fashion,160,19,0,0
2025-07-18,8,Leather Belt,Fashion,193,36,0,0
2025-07-18,9,Yoga Mat,Sports,72,58,0,0
2025-07-18,10,Dumbbell Set,Sports,74,64,0,0
2025-07-18,11,Resistance Bands,Sports,44,26,0,0
2025-07-18,12,Protein Powder 1kg,Sports,93,53,0,0
2025-07-18,13,Ceramic Mug Set,Home,102,61,84,0
2025-07-18,14,LED Desk Lamp,Home,155,27,0,0
2025-07-18,15,Throw Pillow Set,Home,174,40,151,0
2025-07-18,16,Plant Pot Trio,Home,228,35,181,0
2025-07-19,1,Wireless Headphones,Electronics,152,39,105,0
2025-07-19,2,Smart Watch,Electronics,118,63,81,0
2025-07-19,3,Bluetooth Speaker,Electronics,165,7,0,0
2025-07-19,4,USB-C Hub,Electronics,48,29,0,0
2025-07-19,5,Cotton T-Shirt,Fashion,71,13,0,0
2025-07-19,6,Denim Jacket,Fashion,121,66,121,0
2025-07-19,7,Running Shoes,Fashion,116,44,0,0
2025-07-19,8,Leather Belt,Fashion,157,36,0,0
2025-07-19,9,Yoga Mat,Sports,33,39,0,0
2025-07-19,10,Dumbbell Set,Sports,212,62,200,0
2025-07-19,11,Resistance Bands,Sports,104,55,104,0
2025-07-19,12,Protein Powder 1kg,Sports,54,39,0,0
2025-07-19,13,Ceramic Mug Set,Home,63,39,0,0
2025-07-19,14,LED Desk Lamp,Home,129,26,0,0
2025-07-19,15,Throw Pillow Set,Home,102,72,0,0
2025-07-19,16,Plant Pot Trio,Home,171,57,0,0
2025-07-20,1,Wireless Headphones,Electronics,106,46,0,0
2025-07-20,2,Smart Watch,Electronics,108,10,0,0
2025-07-20,3,Bluetooth Speaker,Electronics,159,6,0,0
2025-07-20,4,USB-C Hub,Electronics,217,11,180,0
2025-07-20,5,Cotton T-Shirt,Fashion,143,42,114,0
2025-07-20,6,Denim Jacket,Fashion,91,30,0,0
2025-07-20,7,Running Shoes,Fashion,71,45,0,0
2025-07-20,8,Leather Belt,Fashion,139,18,0,0
2025-07-20,9,Yoga Mat,Sports,192,63,192,0
2025-07-20,10,Dumbbell Set,Sports,184,28,0,0
2025-07-20,11,Resistance Bands,Sports,94,10,0,0
2025-07-20,12,Protein Powder 1kg,Sports,142,78,142,0
2025-07-20,13,Ceramic Mug Set,Home,207,56,200,0
2025-07-20,14,LED Desk Lamp,Home,105,24,0,0
2025-07-20,15,Throw Pillow Set,Home,91,11,0,0
2025-07-20,16,Plant Pot Trio,Home,153,18,0,0
2025-07-21,1,Wireless Headphones,Electronics,101,5,0,0
2025-07-21,2,Smart Watch,Electronics,76,32,0,0
2025-07-21,3,Bluetooth Speaker,Electronics,139,20,0,0
2025-07-21,4,USB-C Hub,Electronics,209,8,0,0
2025-07-21,5,Cotton T-Shirt,Fashion,140,3,0,0
2025-07-21,6,Denim Jacket,Fashion,60,31,0,0
2025-07-21,7,Running Shoes,Fashion,150,20,99,0
2025-07-21,8,Leather Belt,Fashion,126,13,0,0
2025-07-21,9,Yoga Mat,Sports,165,27,0,0
2025-07-21,10,Dumbbell Set,Sports,171,13,0,0
2025-07-21,11,Resistance Bands,Sports,43,51,0,0
2025-07-21,12,Protein Powder 1kg,Sports,100,42,0,0
2025-07-21,13,Ceramic Mug Set,Home,177,30,0,0
2025-07-21,14,LED Desk Lamp,Home,85,20,0,0
2025-07-21,15,Throw Pillow Set,Home,58,33,0,0
2025-07-21,16,Plant Pot Trio,Home,128,25,0,0
2025-07-22,1,Wireless Headphones,Electronics,64,37,0,0
2025-07-22,2,Smart Watch,Electronics,44,32,0,0
2025-07-22,3,Bluetooth Speaker,Electronics,126,13,0,0
2025-07-22,4,USB-C Hub,Electronics,184,25,0,0
2025-07-22,5,Cotton T-Shirt,Fashion,112,28,0,0
2025-07-22,6,Denim Jacket,Fashion,196,51,187,0
2025-07-22,7,Running Shoes,Fashion,97,53,0,0
2025-07-22,8,Leather Belt,Fashion,82,44,0,0
2025-07-22,9,Yoga Mat,Sports,146,19,0,0
2025-07-22,10,Dumbbell Set,Sports,140,31,0,0
2025-07-22,11,Resistance Bands,Sports,210,26,193,0
2025-07-22,12,Protein Powder 1kg,Sports,79,21,0,0
2025-07-22,13,Ceramic Mug Set,Home,140,37,0,0
2025-07-22,14,LED Desk Lamp,Home,71,14,0,0
2025-07-22,15,Throw Pillow Set,Home,118,41,101,0
2025-07-22,16,Plant Pot Trio,Home,93,35,0,0
2025-07-23,1,Wireless Headphones,Electronics,139,29,104,0
2025-07-23,2,Smart Watch,Electronics,117,8,81,0
2025-07-23,3,Bluetooth Speaker,Electronics,122,4,0,0
2025-07-23,4,USB-C Hub,Electronics,178,6,0,0
2025-07-23,5,Cotton T-Shirt,Fashion,82,30,0,0
2025-07-23,6,Denim Jacket,Fashion,134,62,0,0
2025-07-23,7,Running Shoes,Fashion,63,34,0,0
2025-07-23,8,Leather Belt,Fashion,64,18,0,0
2025-07-23,9,Yoga Mat,Sports,119,27,0,0
2025-07-23,10,Dumbbell Set,Sports,99,41,0,0
2025-07-23,11,Resistance Bands,Sports,196,14,0,0
2025-07-23,12,Protein Powder 1kg,Sports,46,33,0,0
2025-07-23,13,Ceramic Mug Set,Home,117,23,0,0
2025-07-23,14,LED Desk Lamp,Home,134,67,130,0
2025-07-23,15,Throw Pillow Set,Home,110,8,0,0
2025-07-23,16,Plant Pot Trio,Home,67,26,0,0
2025-07-24,1,Wireless Headphones,Electronics,91,48,0,0
2025-07-24,2,Smart Watch,Electronics,100,17,0,0
2025-07-24,3,Bluetooth Speaker,Electronics,94,28,0,0
2025-07-24,4,USB-C Hub,Electronics,175,3,0,0
2025-07-24,5,Cotton T-Shirt,Fashion,70,12,0,0
2025-07-24,6,Denim Jacket,Fashion,113,21,0,0
2025-07-24,7,Running Shoes,Fashion,151,30,118,0
2025-07-24,8,Leather Belt,Fashion,216,7,159,0
2025-07-24,9,Yoga Mat,Sports,78,41,0,0
2025-07-24,10,Dumbbell Set,Sports,70,29,0,0
2025-07-24,11,Resistance Bands,Sports,150,46,0,0
2025-07-24,12,Protein Powder 1kg,Sports,140,49,140,0
2025-07-24,13,Ceramic Mug Set,Home,83,34,0,0
2025-07-24,14,LED Desk Lamp,Home,103,31,0,0
2025-07-24,15,Throw Pillow Set,Home,81,29,0,0
2025-07-24,16,Plant Pot Trio,Home,142,11,86,0
2025-07-25,1,Wireless Headphones,Electronics,202,44,155,0
2025-07-25,2,Smart Watch,Electronics,86,14,0,0
2025-07-25,3,Bluetooth Speaker,Electronics,70,24,0,0
2025-07-25,4,USB-C Hub,Electronics,154,21,0,0
2025-07-25,5,Cotton T-Shirt,Fashion,64,6,0,0
2025-07-25,6,Denim Jacket,Fashion,71,42,0,0
2025-07-25,7,Running Shoes,Fashion,96,55,0,0
2025-07-25,8,Leather Belt,Fashion,195,21,0,0
2025-07-25,9,Yoga Mat,Sports,51,27,0,0
2025-07-25,10,Dumbbell Set,Sports,43,27,0,0
2025-07-25,11,Resistance Bands,Sports,91,59,0,0
2025-07-25,12,Protein Powder 1kg,Sports,126,14,0,0
2025-07-25,13,Ceramic Mug Set,Home,197,65,179,0
2025-07-25,14,LED Desk Lamp,Home,95,8,0,0
2025-07-25,15,Throw Pillow Set,Home,154,39,112,0
2025-07-25,16,Plant Pot Trio,Home,134,8,0,0
2025-07-26,1,Wireless Headphones,Electronics,181,21,0,0
2025-07-26,2,Smart Watch,Electronics,47,39,0,0
2025-07-26,3,Bluetooth Speaker,Electronics,42,28,0,0
2025-07-26,4,USB-C Hub,Electronics,145,9,0,0
2025-07-26,5,Cotton T-Shirt,Fashion,208,41,185,0
2025-07-26,6,Denim Jacket,Fashion,38,33,0,0
2025-07-26,7,Running Shoes,Fashion,61,35,0,0
2025-07-26,8,Leather Belt,Fashion,168,27,0,0
2025-07-26,9,Yoga Mat,Sports,179,55,179,0
2025-07-26,10,Dumbbell Set,Sports,119,75,119,0
2025-07-26,11,Resistance Bands,Sports,45,46,0,0
2025-07-26,12,Protein Powder 1kg,Sports,78,48,0,0
2025-07-26,13,Ceramic Mug Set,Home,169,28,0,0
2025-07-26,14,LED Desk Lamp,Home,189,65,159,0
2025-07-26,15,Throw Pillow Set,Home,116,38,0,0
2025-07-26,16,Plant Pot Trio,Home,96,38,0,0
2025-07-27,1,Wireless Headphones,Electronics,147,34,0,0
2025-07-27,2,Smart Watch,Electronics,139,38,130,0
2025-07-27,3,Bluetooth Speaker,Electronics,30,12,0,0
2025-07-27,4,USB-C Hub,Electronics,115,30,0,0
2025-07-27,5,Cotton T-Shirt,Fashion,183,25,0,0
2025-07-27,6,Denim Jacket,Fashion,144,21,127,0
2025-07-27,7,Running Shoes,Fashion,144,36,119,0
2025-07-27,8,Leather Belt,Fashion,108,60,0,0
2025-07-27,9,Yoga Mat,Sports,159,20,0,0
2025-07-27,10,Dumbbell Set,Sports,68,51,0,0
2025-07-27,11,Resistance Bands,Sports,165,47,165,0
2025-07-27,12,Protein Powder 1kg,Sports,43,35,0,0
2025-07-27,13,Ceramic Mug Set,Home,107,62,0,0
2025-07-27,14,LED Desk Lamp,Home,123,66,0,0
2025-07-27,15,Throw Pillow Set,Home,98,18,0,0
2025-07-27,16,Plant Pot Trio,Home,165,58,127,0
2025-07-28,1,Wireless Headphones,Electronics,119,28,0,0
2025-07-28,2,Smart Watch,Electronics,115,24,0,0
2025-07-28,3,Bluetooth Speaker,Electronics,195,20,185,0
2025-07-28,4,USB-C Hub,Electronics,110,5,0,0
2025-07-28,5,Cotton T-Shirt,Fashion,129,54,0,0
2025-07-28,6,Denim Jacket,Fashion,115,29,0,0
2025-07-28,7,Running Shoes,Fashion,100,44,0,0
2025-07-28,8,Leather Belt,Fashion,80,28,0,0
2025-07-28,9,Yoga Mat,Sports,129,30,0,0
2025-07-28,10,Dumbbell Set,Sports,107,58,97,0
2025-07-28,11,Resistance Bands,Sports,136,29,0,0
2025-07-28,12,Protein Powder 1kg,Sports,191,53,191,0
2025-07-28,13,Ceramic Mug Set,Home,153,69,115,0
2025-07-28,14,LED Desk Lamp,Home,58,65,0,0
2025-07-28,15,Throw Pillow Set,Home,53,45,0,0
2025-07-28,16,Plant Pot Trio,Home,98,67,0,0
2025-07-29,1,Wireless Headphones,Electronics,99,20,0,0
2025-07-29,2,Smart Watch,Electronics,79,36,0,0
2025-07-29,3,Bluetooth Speaker,Electronics,144,51,0,0
2025-07-29,4,USB-C Hub,Electronics,90,20,0,0
2025-07-29,5,Cotton T-Shirt,Fashion,69,60,0,0
2025-07-29,6,Denim Jacket,Fashion,61,54,0,0
2025-07-29,7,Running Shoes,Fashion,135,52,87,0
2025-07-29,8,Leather Belt,Fashion,178,69,167,0
2025-07-29,9,Yoga Mat,Sports,68,61,0,0
2025-07-29,10,Dumbbell Set,Sports,63,44,0,0
2025-07-29,11,Resistance Bands,Sports,88,48,0,0
2025-07-29,12,Protein Powder 1kg,Sports,178,13,0,0
2025-07-29,13,Ceramic Mug Set,Home,119,34,0,0
2025-07-29,14,LED Desk Lamp,Home,221,13,176,0
2025-07-29,15,Throw Pillow Set,Home,138,72,138,0
2025-07-29,16,Plant Pot Trio,Home,241,52,195,0
2025-07-30,1,Wireless Headphones,Electronics,70,29,0,0
2025-07-30,2,Smart Watch,Electronics,65,14,0,0
2025-07-30,3,Bluetooth Speaker,Electronics,116,28,0,0
2025-07-30,4,USB-C Hub,Electronics,76,14,0,0
2025-07-30,5,Cotton T-Shirt,Fashion,157,59,147,0
2025-07-30,6,Denim Jacket,Fashion,170,48,157,0
2025-07-30,7,Running Shoes,Fashion,65,70,0,0
2025-07-30,8,Leather Belt,Fashion,141,37,0,0
2025-07-30,9,Yoga Mat,Sports,30,38,0,0
2025-07-30,10,Dumbbell Set,Sports,183,34,154,0
2025-07-30,11,Resistance Bands,Sports,58,30,0,0
2025-07-30,12,Protein Powder 1kg,Sports,136,42,0,0
2025-07-30,13,Ceramic Mug Set,Home,106,13,0,0
2025-07-30,14,LED Desk Lamp,Home,176,45,0,0
2025-07-30,15,Throw Pillow Set,Home,118,20,0,0
2025-07-30,16,Plant Pot Trio,Home,176,65,0,0
2025-07-31,1,Wireless Headphones,Electronics,225,26,181,0
2025-07-31,2,Smart Watch,Electronics,58,7,0,0
2025-07-31,3,Bluetooth Speaker,Electronics,88,28,0,0
2025-07-31,4,USB-C Hub,Electronics,63,13,0,0
2025-07-31,5,Cotton T-Shirt,Fashion,136,21,0,0
2025-07-31,6,Denim Jacket,Fashion,151,19,0,0
2025-07-31,7,Running Shoes,Fashion,230,27,192,0
2025-07-31,8,Leather Belt,Fashion,87,54,0,0
2025-07-31,9,Yoga Mat,Sports,91,37,91,0
2025-07-31,10,Dumbbell Set,Sports,159,24,0,0
2025-07-31,11,Resistance Bands,Sports,42,16,0,0
2025-07-31,12,Protein Powder 1kg,Sports,67,69,0,0
2025-07-31,13,Ceramic Mug Set,Home,63,43,0,0
2025-07-31,14,LED Desk Lamp,Home,129,47,0,0
2025-07-31,15,Throw Pillow Set,Home,63,55,0,0
2025-07-31,16,Plant Pot Trio,Home,119,57,0,0
2025-08-01,1,Wireless Headphones,Electronics,201,24,0,0
2025-08-01,2,Smart Watch,Electronics,189,47,178,0
2025-08-01,3,Bluetooth Speaker,Electronics,78,10,0,0
2025-08-01,4,USB-C Hub,Electronics,56,7,0,0
2025-08-01,5,Cotton T-Shirt,Fashion,114,22,0,0
2025-08-01,6,Denim Jacket,Fashion,119,32,0,0
2025-08-01,7,Running Shoes,Fashion,207,23,0,0
2025-08-01,8,Leather Belt,Fashion,179,36,128,0
2025-08-01,9,Yoga Mat,Sports,48,43,0,0
2025-08-01,10,Dumbbell Set,Sports,125,34,0,0
2025-08-01,11,Resistance Bands,Sports,99,52,99,0
2025-08-01,12,Protein Powder 1kg,Sports,49,18,0,0
2025-08-01,13,Ceramic Mug Set,Home,166,30,133,0
2025-08-01,14,LED Desk Lamp,Home,118,11,0,0
2025-08-01,15,Throw Pillow Set,Home,182,68,182,0
2025-08-01,16,Plant Pot Trio,Home,87,32,0,0
2025-08-02,1,Wireless Headphones,Electronics,195,6,0,0
2025-08-02,2,Smart Watch,Electronics,171,18,0,0
2025-08-02,3,Bluetooth Speaker,Electronics,62,16,0,0
2025-08-02,4,USB-C Hub,Electronics,115,28,87,0
2025-08-02,5,Cotton T-Shirt,Fashion,75,39,0,0
2025-08-02,6,Denim Jacket,Fashion,82,37,0,0
2025-08-02,7,Running Shoes,Fashion,202,5,0,0
2025-08-02,8,Leather Belt,Fashion,132,47,0,0
2025-08-02,9,Yoga Mat,Sports,147,49,147,0
2025-08-02,10,Dumbbell Set,Sports,90,35,0,0
2025-08-02,11,Resistance Bands,Sports,91,8,0,0
2025-08-02,12,Protein Powder 1kg,Sports,178,35,164,0
2025-08-02,13,Ceramic Mug Set,Home,150,16,0,0
2025-08-02,14,LED Desk Lamp,Home,70,48,0,0
2025-08-02,15,Throw Pillow Set,Home,159,23,0,0
2025-08-02,16,Plant Pot Trio,Home,191,71,175,0
2025-08-03,1,Wireless Headphones,Electronics,175,20,0,0
2025-08-03,2,Smart Watch,Electronics,132,39,0,0
2025-08-03,3,Bluetooth Speaker,Electronics,48,14,0,0
2025-08-03,4,USB-C Hub,Electronics,86,29,0,0
2025-08-03,5,Cotton T-Shirt,Fashion,215,47,187,0
2025-08-03,6,Denim Jacket,Fashion,56,26,0,0
2025-08-03,7,Running Shoes,Fashion,184,18,0,0
2025-08-03,8,Leather Belt,Fashion,107,25,0,0
2025-08-03,9,Yoga Mat,Sports,88,59,0,0
2025-08-03,10,Dumbbell Set,Sports,165,50,125,0
2025-08-03,11,Resistance Bands,Sports,53,38,0,0
2025-08-03,12,Protein Powder 1kg,Sports,160,18,0,0
2025-08-03,13,Ceramic Mug Set,Home,122,28,0,0
2025-08-03,14,LED Desk Lamp,Home,189,43,162,0
2025-08-03,15,Throw Pillow Set,Home,140,19,0,0
2025-08-03,16,Plant Pot Trio,Home,178,13,0,0
2025-08-04,1,Wireless Headphones,Electronics,139,36,0,0
2025-08-04,2,Smart Watch,Electronics,103,29,0,0
2025-08-04,3,Bluetooth Speaker,Electronics,112,32,96,0
2025-08-04,4,USB-C Hub,Electronics,62,24,0,0
2025-08-04,5,Cotton T-Shirt,Fashion,178,37,0,0
2025-08-04,6,Denim Jacket,Fashion,174,48,166,0
2025-08-04,7,Running Shoes,Fashion,143,41,0,0
2025-08-04,8,Leather Belt,Fashion,95,12,0,0
2025-08-04,9,Yoga Mat,Sports,29,59,0,0
2025-08-04,10,Dumbbell Set,Sports,109,56,0,0
2025-08-04,11,Resistance Bands,Sports,168,29,144,0
2025-08-04,12,Protein Powder 1kg,Sports,126,34,0,0
2025-08-04,13,Ceramic Mug Set,Home,157,67,102,0
2025-08-04,14,LED Desk Lamp,Home,162,27,0,0
2025-08-04,15,Throw Pillow Set,Home,91,49,0,0
2025-08-04,16,Plant Pot Trio,Home,137,41,0,0
2025-08-05,1,Wireless Headphones,Electronics,118,21,0,0
2025-08-05,2,Smart Watch,Electronics,82,21,0,0
2025-08-05,3,Bluetooth Speaker,Electronics,95,17,0,0
2025-08-05,4,USB-C Hub,Electronics,57,5,0,0
2025-08-05,5,Cotton T-Shirt,Fashion,145,33,0,0
2025-08-05,6,Denim Jacket,Fashion,136,38,0,0
2025-08-05,7,Running Shoes,Fashion,114,29,0,0
2025-08-05,8,Leather Belt,Fashion,172,52,129,0
2025-08-05,9,Yoga Mat,Sports,160,15,146,0
2025-08-05,10,Dumbbell Set,Sports,80,29,0,0
2025-08-05,11,Resistance Bands,Sports,110,58,0,0
2025-08-05,12,Protein Powder 1kg,Sports,84,42,0,0
2025-08-05,13,Ceramic Mug Set,Home,123,34,0,0
2025-08-05,14,LED Desk Lamp,Home,158,4,0,0
2025-08-05,15,Throw Pillow Set,Home,46,45,0,0
2025-08-05,16,Plant Pot Trio,Home,115,22,0,0
2025-08-06,1,Wireless Headphones,Electronics,108,10,0,0
2025-08-06,2,Smart Watch,Electronics,71,11,0,0
2025-08-06,3,Bluetooth Speaker,Electronics,71,24,0,0
2025-08-06,4,USB-C Hub,Electronics,202,31,176,0
2025-08-06,5,Cotton T-Shirt,Fashion,110,35,0,0
2025-08-06,6,Denim Jacket,Fashion,112,24,0,0
2025-08-06,7,Running Shoes,Fashion,75,39,0,0
2025-08-06,8,Leather Belt,Fashion,106,66,0,0
2025-08-06,9,Yoga Mat,Sports,145,15,0,0
2025-08-06,10,Dumbbell Set,Sports,68,12,0,0
